code	name	city	country	latlng	yaid
MYA	Моруя		au	-35.897778,150.144444	9624344
MIM	Меримбула	Меримбула	au	-36.908611,149.901389	9624230
OAG	Ориндж-Спрингхилл	Ориндж	au	-33.381667,149.133056	9630133
TSV	Таунсвилл	Таунсвилл	au	-19.2525,146.765278	9626241
HVB	Хервей-Бей	Херви-Бэй	au	-25.318889,152.880278	9625094
NLK	Норфолк	Норфолк-Айленд	au	-29.041667,167.938611	9632194
BHS	Реглан	Батерст	au	-33.409444,149.651944	9631890
ZQN	Квинстаун	Квинстаун	nz	-45.018333,168.746667	9627400
MKY	Маккей	Маккай	au	-21.171667,149.179722	9625874
ASP	Алис-Спрингс	Алис-Спрингс	au	-23.806667,133.902222	9632513
MRZ	Мори	Мори	au	-29.498889,149.844722	9629987
LDH	Остров Лорд-Хау	Остров Лорд-Хау	au	-31.541667,159.079167	9625803
VLI	Порт-Вила	Порт-Вила	vu	-17.699444,168.319722	9627324
PKE	Паркс	Парки	au	-33.131389,148.239167	9632234
TRO	Тари	Тари	au	-31.888611,152.513889	9635150
GFN	Графтон	Графтон	au	-29.759444,153.03	9624965
MQL	Милдьюра	Милдьюра	au	-34.229167,142.085556	9629954
BHQ	Брокен Хилл	Брокен Хилл	au	-32.001389,141.471667	9628295
TWB	Тувумба	Тувумба	au	-27.533333,151.9	9626221
NAA	Наррабри	Наррабри	au	-30.319167,149.827222	9626878
LEX	Блю-Грасс	Лексингтон	us	38.0365,-84.605889	9625729
PHF	Ньюпорт Ньюс	Ньюпорт Ньюс	us	37.131944,-76.493056	9628677
OAJ	им.Альберта Дж.Эллиса	Джексонвилл	us	34.708333,-77.439722	9631078
OSI	Осиек	Осиек	hr	45.462778,18.810278	9630141
TRI	Трай-Ситиз-Риджинал		us	36.475278,-82.4075	9635149
CHA	Ловелл-Филд	Чаттануга	us	35.035278,-85.203889	9629821
LUK	Ланкен		us	39.103333,-84.418611	9628530
BTR	Райан	Батон-Руж	us	30.533056,-91.149722	9631891
EWN	Сайммонс Нотт	Нью-Берн	us	35.073056,-77.043056	9630064
FLO	Флоренция	Флоренс	us	34.185278,-79.723889	9623722
HHH	Хилтон-Хед	Хилтон-Хед-Айленд	us	32.216667,-80.7	9631459
ABE	Лихай Валли	Аллентаун	us	40.652222,-75.440833	9624625
HTS	Хантингтон	Хантингтон	us	38.366667,-82.558056	9625174
SBY	Викомико	Салисбэри	us	38.340556,-75.510278	9630354
LYH	Линчбург	Линчбург	us	37.326667,-79.200556	9625860
MOB	Мобил	Мобил	us	30.691417,-88.242833	9624301
GPT	Билокси	Галфпорт	us	30.407222,-89.07	9625019
PGV	Питт-Гринвиль		us	35.633333,-77.4	9630957
VPS	Форт-Уолтон-Бич	Форт-Уолтон-Бич	us	30.483333,-86.525333	9626342
JAN	Эверс	Джексон	us	32.311111,-90.075833	9635220
MGM	Монтгомери (Дэннелли-Филд)	Монтгомери	us	32.300556,-86.393889	9635246
MLB	Мельбурн		us	28.102778,-80.645278	9635004
DAB	Дейтона-Бич		us	29.18,-81.058056	9630755
ZAD	Задар	Задар	hr	44.108333,15.346667	9623771
PUY	Пула	Пула	hr	44.893611,13.922222	9623770
ICT	Уичито		us	37.649944,-97.433056	9629582
IPT	Уильямспорт	Уильямспорт	us	41.241944,-76.921111	9629588
HVN	Нью-Хавен		us	41.263889,-72.886944	9632188
ELM	Эльмира Корнинг	Хорсхедс	us	42.16,-76.891667	9632121
BGR	Бангор	Бангор	us	44.8075,-68.828056	9629712
MAF	Одесса Мидленд	Одесса (Техас)	us	31.942528,-102.201914	9624257
ERI	Эри	Эри	us	42.081944,-80.176111	9624708
YWK	Вабуш	Вабуш	ca	52.921944,-66.864444	9626410
YZV	Сет-Иль	Сет-Иль	ca	50.223333,-66.265556	9630429
YUY	Руин-Норанда	Руэн-Норанда	ca	48.206111,-78.835556	9627553
YVO	Валь д'Oр	Валдор	ca	48.053333,-77.782778	9632438
YBG	Баготвилль	Баготвилл	ca	48.330556,-70.996389	9629659
YBC	Баие-Комо	Бе-Комо	ca	49.1325,-68.204444	9626744
YYY	Монт Джоли	Мон-Жоли	ca	48.608611,-68.208056	9629978
YTM	Монт-Тремблант	Монт-Тремблант	ca	46.409444,-74.78	9624315
YGW	Кууджуарапик	Кууджуарапик	ca	55.283333,-77.75	9631233
YKU	Чизазиби	Чисасиби	ca	53.816667,-79.0	9629848
YKQ	Васкаганиш	Васкаганиш	ca	51.467778,-78.751389	9631665
ZBF	Батерст	Батерст	ca	47.629722,-65.738889	9629740
YPX	Повунгнитук	Павирнитак	ca	60.500556,-77.286944	9630252
YGL	Ла-Гранд	Ла-Гранд	ca	53.625278,-77.704167	9625630
YFB	Икалуит	Икалуит	ca	63.756389,-68.555833	9628712
YVP	Куджуак	Кууйжак	ca	58.096111,-68.426944	9625614
BWT	Берни Уинуорд	Берни	au	-40.998889,145.731111	9628326
DPO	Девонпорт	Девонпорт	au	-41.169722,146.430278	9624564
MGB	Маунт-Гамбье	Маунт-Гамбир	au	-37.745556,140.785278	9630001
KNS	Остров Кинг	Кинг-Айленд	au	-39.8775,143.878333	9625496
YGR	Иль-Де-Ла-Мадлен	Острова Мадлен	ca	47.424722,-61.778056	9631050
YGP	Метрополитан Ареа	Гаспе	ca	48.766666,-64.48333	9624876
KTA	Каррата	Каррата	au	-20.712222,116.773333	9631144
YZG	Соллуит		ca	62.179167,-75.666944	9632309
YIK	Ивадживик		ca	62.417222,-77.925278	9625257
AKV	Акуливик		ca	60.818611,-78.148611	9629696
YPH	Инукджуак	Инукджуак	ca	58.466667,-78.066667	9625231
YUD	Юмияг		ca	56.533333,-76.516667	9632433
YSK	Саникилёк		ca	56.55,-79.25	9627652
YWB	Кангиксужуак	Кангиксуджуак	ca	61.584167,-71.918889	9631509
YQC	Квактак	Куактак	ca	61.046667,-69.618056	9629196
YKG	Кангирсук	Кангирсук	ca	60.016667,-70.0	9631132
YKL	Шеффервилл	Шеффервилл	ca	54.805278,-66.805278	9627729
YNC	Веминджи		ca	53.0,-78.816667	9626479
ZEM	Ист-Мейн		ca	52.166667,-78.5	9624622
YNS	Немискао		ca	51.684722,-76.133611	9626905
YMT	Шибогамо	Шибугамо	ca	49.771944,-74.528056	9629833
PAF	Пакуба	Пакуба	ug	2.2,31.616667	9632228
KSE	Касесе	Касесе	ug	0.166667,30.1	9631148
FNT	Бишоп	Флинт	us	42.965556,-83.743611	9624785
TOL	Толедо	Толедо	us	41.586806,-83.807833	9630611
ECP	Панама-Сити		us	30.3577777778,-85.7988888889	9636948
GEG	Спокан	Спокан	us	47.62,-117.533889	9630484
MZV	Малу	Малу	my	4.050556,114.809167	9632168
EIS	Тортола	Биф	vg	18.444722,-64.543056	9631901
VQS	Вьекес	Викс	pr	18.134722,-65.493611	9630685
MAZ	Маягуэс	Майагуец	pr	18.255833,-67.148611	9624180
AXA	Волблейк	Ангилья	ai	18.204722,-63.055	9631838
VIJ	Верджин-Горда	Верджин-Горда	vg	18.45,-64.416667	9630692
NEV	Невис	Невис	kn	17.205556,-62.59	9635026
SVD	Сент-Винсент	Сен-Винсент	vc	13.144444,-61.210833	9625956
DOM	Мелвильхол		dm	15.547028,-61.3	9624590
FSD	Джо Фосс Филд		us	43.581944,-96.741944	9627825
SBH	Сен-Бартелеми		bl	17.904444,-62.843611	9627900
CPX	Кулебра	Кулебра	pr	18.316667,-65.3	9632129
YKF	Китченер		ca	43.4047848903,-80.4884745353	9631189
YYU	Капускейсинг	Капусказин	ca	49.413889,-82.4675	9625400
KCZ	Коти	Кочи	jp	33.546111,133.669444	9625532
TOY	Тояма	Тояма	jp	36.648333,137.1875	9623829
OIM	Осима	Ошима	jp	34.781944,139.360278	9627083
KMI	Миядзаки	Миязаки	jp	31.877222,131.448611	9624295
TKS	Токусима	Токушима	jp	34.132778,134.606667	9626207
TTJ	Тоттори	Тоттори	jp	35.3951753282,134.232584964	9626234
KKJ	Китакюсю	Китакюсю	jp	33.845833,131.034722	9631188
UBJ	Убе	Убе	jp	33.93,131.278611	9629423
HKD	Хакодате	Хакодате	jp	41.77,140.821944	9623838
KUH	Кусиро	Кусиро	jp	43.040833,144.193056	9625613
AOJ	Аомори	Аомори	jp	40.734722,140.690833	9623974
OBO	Обихиро	Обихиро	jp	42.733333,143.216667	9632204
MMB	Мемамбецу	Меманбетсу	jp	43.880556,144.164167	9631633
MSJ	Мисава	Мисава	jp	40.703333,141.368333	9624287
NTQ	Ното	Ваядзима	jp	37.290278,136.965278	9632453
ONJ	Одате-Носиро	Носиро	jp	40.191944,140.371389	9627009
SYO	Шонай	Шонай	jp	38.812222,139.787222	9630444
HAC	Хатийоджима	Хачидзёдзима	jp	33.115,139.785833	9625030
IWK	Ивакуни	Ивакуни	jp	34.1352777778,132.235555556	9756049
IZO	Идзумо	Ицумо	jp	35.413611,132.89	9631075
ASJ	Амамиошима	Амами-O-Шима	jp	28.430556,129.7125	9627929
GAJ	Джанмаши	Ямагата	jp	38.411944,140.371389	9631705
MBE	Момбецу	Монбетсу	jp	44.303889,143.404167	9628976
SHM	Ширахама	Ширахама	jp	33.662222,135.364444	9629279
SHB	Накасибецу	Накашибетсу	jp	43.5775,144.96	9626843
SZA	Сойо	Сойо	ao	-6.116667,12.366667	9627880
CAB	Кабинда	Кабинда	ao	-5.583333,12.2	9628345
SDD	Лубанго	Лубанго	ao	-14.924722,13.575	9625829
VPE	Онджива	Онгива	ao	-17.05,15.6	9632213
SPP	Менонг	Менонг	ao	-14.633333,17.733333	9624223
NOV	Гуамбо	Гуамбо	ao	-12.783333,15.766667	9625157
LUO	Луена	Луена	ao	-11.75,19.866667	9625836
MYE	Миякдзима	Мияк-Джима	jp	34.073611,139.560278	9624293
IWJ	Ивами	Ивами	jp	34.676389,131.790278	9628727
MSZ	Намибе	Намибе	ao	-15.208611,12.160833	9626852
WKJ	Вакканай	Вакканай	jp	45.404167,141.800833	9626427
YCG	Каслгар	Каслгар	ca	49.296389,-117.6325	9628443
MMY	Миякоджима	Мияко-Джима	jp	24.782778,125.295	9628963
YZT	Порт-Харди	Порт-Харди	ca	50.680556,-127.366667	9632262
ZEL	Белла-Белла	Белла-Белла	ca	52.183333,-128.15	9628122
BIL	Биллингс	Биллингс	us	45.807778,-108.542778	9632568
YZF	Йеллоунайф	Йеллоунайф	ca	62.462778,-114.440278	9626570
SSY	Мбанза Конго	Мбанза-Конго	ao	-6.266667,14.25	9624187
YBL	Кэмпбелл-Ривер	Кэмпбелл-Ривер	ca	49.950832,-125.270833	9632019
PSP	Палм-Спрингс	Палм-Спрингс	us	33.829667,-116.506694	9630163
YZP	Сандспит	Сандспит	ca	53.254444,-131.813889	9627644
ZMT	Массет	Массет	ca	54.0275,-132.125278	9624158
YXY	Уайтхорс	Уайтхорс	ca	60.709444,-135.067222	9626495
YPW	Пауэлл-Ривер	Пауэлл-Ривер	ca	49.834167,-124.5	9629146
CBT	Катумбела	Катумбела	ao	-12.483333,13.483333	9628454
YWL	Вильямс-Лэйк	Вильямс-Лэйк	ca	52.183056,-122.054167	9626504
OGG	Кахалуи	Кахалу	us	20.898611,-156.430556	9625343
YPR	Принц-Руперт	Принс-Руперт	ca	54.28611,-130.444722	9627353
QBC	Белла-Кула	Белла-Кула	ca	52.3875,-126.595833	9632555
YAA	Анахим-Лэйк	Анахим-Лэйк	ca	52.466667,-125.3	9627952
YCD	Нанаймо	Нанаймо	ca	49.1237542882,-123.998914311	9630043
YQZ	Кеснел	Кеснел	ca	53.026111,-122.510278	9632277
MEG	Маландж	Маландж	ao	-9.533333,16.333333	9625908
VHC	Сауримо	Сауримо	ao	-9.7,20.433333	9627720
YYF	Пентиктон	Пентиктон	ca	49.463056,-119.602222	9627188
LIH	Лихуэ		us	21.975983,-159.338958	9625438
YZZ	Трейл	Трейл	ca	49.055556,-117.609167	9626244
MLM	Морелия	Морелия	mx	19.85,-101.025556	9629003
MZT	Международный аэропорт имени генерала Рафаэля Буэльна	Мазатлан	mx	23.161389,-106.266111	9624184
SLP	Сан-Луис-Потоси	Сан-Луис-Потоси	mx	22.254167,-100.930833	9630368
LBB	Лаббок	Лаббок	us	33.663639,-101.822778	9625830
CLL	Колледж-Стейшн		us	30.588611,-96.363889	9632099
GRK	Киллин-Грей	Киллин	us	31.0672222222,-97.8288888889	9635449
FWA	Форт Уэйн	Форт Уэйн	us	40.978472,-85.195139	9630881
SHV	Шривпорт	Шривпорт	us	32.44661,-93.825611	9630445
CRP	Корпус-Кристи международный	Корпус-Кристи	us	27.770361,-97.501222	9624425
LFT	Лафайетт		us	30.20525,-91.987611	9631249
FSM	Форт-Смит	Форт-Смит	us	35.336667,-94.3675	9624812
SGF	Спрингфилд-Брансон	Спрингфилд	us	37.245556,-93.388611	9630486
LAW	Ловтон Муниципал	Лоутон	us	34.566667,-98.416667	9628852
MFE	Макколлен	МакКоллин	us	26.175833,-98.238611	9624192
AEX	Александрия	Александрия	us	31.327372,-92.548556	9626776
LRD	Ларедо Интернэшинл	Ларедо	us	27.543889,-99.461667	9625691
MHK	Манхэттан		us	39.141111,-96.670833	9629878
MLI	Квод-Сити	Молайн	us	41.448611,-90.5075	9629974
GJT	Уолкер-Филд	Гранд Джанкшен	us	39.116667,-108.516667	9631436
SJT	Матис-Филд		us	31.35775,-100.496306	9629244
MTY	им.Мариано Эскобедо	Монтеррей	mx	25.778611,-100.106944	9629981
BPT	Джефферсон		us	29.950833,-94.020694	9624604
TYR	Паундс-Филд		us	32.354167,-95.4025	9632430
BJX	Леон	Леон	mx	20.993333,-101.480833	9631572
SPS	Шеппард АФБ	Вичита-Фоллз	us	33.988796,-98.491893	9631682
ACT	Вако		us	31.611288,-97.230519	9626412
MLU	Монро	Монро	us	32.510833,-92.037778	9628981
SAF	Санта-Фе	Санта-Фе	us	35.616667,-106.083333	9627665
PIA	Пеория	Пеория	us	40.664167,-89.693333	9627189
ROW	Росвелл	Росвелл	us	33.301667,-104.530556	9630335
QRO	Керетаро	Керетаро	mx	20.617222,-100.185556	9627402
MTJ	Монтроз	Монтроз	us	38.5,-107.883333	9628996
TXK	Тексаркана	Тексаркана	us	33.453611,-93.991111	9630583
BRO	Броунсвиль	Браунсвиль	us	25.906944,-97.425833	9632588
GGG	Грег	Глэйдуотер	us	32.383889,-94.711389	9631426
LCH	Лейк-Чарльз Муниципал		us	30.126111,-93.223333	9625666
COU	Колумбия	Колумбия	us	38.818056,-92.219722	9634799
RAP	Рапид-Сити		us	44.045333,-103.057361	9627438
ZCL	Сакатекас	Закатекас	mx	22.897222,-102.686944	9626597
CUU	Чиуауа	Чиуауа	mx	28.702778,-105.964444	9628508
AGU	Агуаскальентес	Агуаскальентс	mx	21.705556,-102.317778	9632536
HDN	Ямпа-Валей		us	40.48118,-107.21766	9625069
CID	Сидар-Рапидс	Сидар-Рапидс	us	41.884722,-91.710833	9628464
GUC	Ганнисон	Ганнисон	us	38.533333,-106.933333	9631445
TRC	Торреон	Торреон	mx	25.568333,-103.410556	9626228
ABI	Абилин	Абилин	us	32.411306,-99.681889	9627996
GRI	Центральный аэропорт Небраски	Гранд-Айленд	us	40.9675,-98.309722	9624971
DRO	Дуранго-Ла-Плата	Дуранго	us	37.15,-107.75	9635481
FAT	Фресно	Фресно	us	36.776194,-119.718139	9630888
FAR	Гектор-Филд	Фарго	us	46.920556,-96.815833	9630855
JLN	Джоплин	Джоплин	us	37.151944,-94.498333	9625312
GCK	Гарден-Сити	Гарден Сити	us	37.9275,-100.724444	9624869
BMI	Блумингтон-Нормал	Блумингтон-Нормал	us	40.477222,-88.915833	9628225
SPI	Капитал	Спрингфилд	us	39.844167,-89.677778	9627893
EVV	Эвансвилл	Эвансвилл	us	38.036944,-87.5325	9631395
ASE	Аспен	Аспен	us	39.217778,-106.866944	9631770
JAC	Джексонхол	Джексон Хол	us	43.607222,-110.737778	9631077
CMI	Виллард-Университи	Шампейн	us	40.039167,-88.278056	9632620
HMO	Эрмосильо	Эрмосильо	mx	29.095833,-111.047778	9625093
PBC	Гуеджотсинго	Пуэбло	mx	19.158056,-98.371389	9627363
TMS	Сан-Томе	Сан-Томе	st	0.378056,6.712222	9627696
FAI	Фэрбанкс		us	64.815113,-147.856267	9624741
FCA	Калиспелл	Калиспелл	us	48.310556,-114.256111	9625360
LWS	Льювистон	Льюистон	us	46.383333,-117.033333	9625727
PUW	Пульман		us	46.75,-117.116667	9632273
PSC	Паско	Паско	us	46.266667,-119.116667	9630175
BZN	Бозмен	Бозмен	us	45.7775,-111.153056	9629775
MFR	Джэксон		us	42.374167,-122.873611	9624202
GTF	Грейт-Фолс		us	47.482654,-111.37061	9624985
BLI	Беллингем	Беллингем	us	48.792778,-122.5375	9631909
RDM	Редмонт	Бенд	us	44.254167,-121.15	9627458
ALW	Волла-Волла	Волла-Волла	us	46.095,-118.287778	9626432
CLM	Фейрчайлд	Порт-Анжелес	us	48.133333,-123.5	9630232
EUG	Юджин	Юджин	us	44.124722,-123.211944	9630841
EAT	Пангборн-Филд	Венатчи	us	47.4,-120.2	9629564
MSO	Мессула		us	46.916389,-114.090556	9628959
JNU	Джуно	Джуно	us	58.355,-134.576389	9625324
KTN	Кетчикан		us	55.354075,-131.711219	9625471
YKM	Якима	Якима	us	46.568167,-120.544056	9631703
STS	Сонома	Санта-Роза	us	38.516667,-122.8	9630388
HLN	Хелена	Хелена	us	46.606944,-111.982778	9625080
LKE	Лейк-Юнион		us	47.628987,-122.338738	9627737
SBA	Санта-Барбара	Санта-Барбара	us	34.426189,-119.841492	9630383
ABR	Абердин	Абердин	us	45.449167,-98.421944	9623708
SIT	Ситка	Ситка	us	57.047222,-135.361667	9630458
PSG	Питерсберг		us	56.801667,-132.995278	9635072
WRG	Врангель		us	56.4844464399,-132.281830388	9635175
MBS	Сагино	Сагино	us	43.532778,-84.079722	9624256
MOT	Минот	Минот	us	48.257639,-101.278028	9629963
DIK	Дикинсон	Дикинсон	us	46.8,-102.8	9624570
ATW	Аутагейми Каунти	Аплтон	us	44.266667,-88.516667	9626642
IFP	Лафлин-Буллхед	Буллхед-Сити	us	35.15,-114.566667	9629810
BIS	Бисмарк	Бисмарк	us	46.772778,-100.745833	9628208
LSE	Ла-Кросс	Ла-Кросс	us	43.878889,-91.256667	9625626
AZO	Каламазу	Каламазу	us	42.235,-85.551944	9625353
DLH	Дулуф		us	46.842083,-92.193639	9624607
SBN	Саут-Бенд	Саут-Бенд	us	41.708611,-86.317222	9627870
ESD	Истсаунд		us	48.716667,-122.816667	9624626
FRD	Фрайдей-Харбор	Фрайдей-Харбор	us	48.525556,-123.029444	9624830
CWA	Централ Висконсин		us	44.777619,-89.666779	9626466
LAN	Кэпитал-Сити	Лансинг	us	42.778611,-84.587222	9625687
CDV	Мадхол-Смит		us	60.491778,-145.477556	9624413
YAK	Якутат	Якутат	us	59.5,-139.65	9626547
GFK	Гранд-Форкс	Гранд-Форкс	us	47.949167,-97.176111	9624970
GRB	Остин-Штраубель-Филд		us	44.485,-88.129722	9630955
LPS	Остров Лопез		us	48.483333,-122.936111	9631314
WSX	Вестсаунд		us	48.666667,-122.883333	9626487
DHB	Дир Харбор		us	48.6208333333,-123.003055556	9636952
RCE	Роче-Харбор		us	48.616667,-123.116667	9627514
FBS	Фрайдей-Харбор		us	48.54,-123.016111111	9635522
INL	Фоллс Интернэшинл	Фоллс Интернэшинл	us	48.566111,-93.403056	9628703
BRD	Брейнерд	Кроу-Винг	us	46.4,-94.133333	9629778
SUN	Сан-Волей		us	43.503779,-114.295553	9625033
LNK	Муниципальный	Линкольн	us	40.851111,-96.759167	9631291
RST	Международный аэропорт Рочестер	Рочестер	us	43.908333,-92.5	9635252
HIB	Хиббинг	Хиббинг	us	47.386667,-92.838889	9631001
ISN	Слоулин-Филд	Виллистон	us	48.183333,-103.65	9626505
PIR	Пирр	Пирр	us	44.382778,-100.285833	9630203
ATY	Уотертаун	Уотертаун	us	44.913889,-97.154722	9634761
BJI	Бемидджи		us	47.516667,-94.933333	9631913
IMT	Айрон-Моунтан	Айрон-Моунтан	us	45.816667,-88.116667	9625243
ZIH	Сиуатанехо	Экстап	mx	17.601667,-101.460556	9625258
APN	Алпена	Алпена	us	45.078056,-83.560278	9626793
RHI	Ринеландер	Ринеландер	us	45.631111,-89.4675	9627479
DDC	Додж-Сити	Додж-Сити	us	37.763333,-99.965556	9630780
HYS	Хайс	Хайс	us	38.85,-99.266667	9625071
CYS	Чейенн	Чейенн	us	41.155639,-104.810472	9632070
WRL	Ворленд	Ворленд	us	43.965833,-107.950833	9631694
RIW	Ривертон	Ривертон	us	43.05,-108.45	9630317
TEX	Теллурид	Теллерайд	us	37.933333,-107.816667	9626121
IGM	Кингмен	Кингмен	us	35.25,-113.933333	9628803
LBF	Норт-Платт		us	41.126111,-100.683611	9626955
LBL	Либерал Муниципал	Либерал	us	37.044167,-100.96	9631283
GBD	Грейт-Бенд	Грейт-Бенд	us	38.35,-98.866667	9624984
BFF	Скоттс-Блуфф	Скоттсблафф	us	41.874167,-103.595556	9627732
RKS	Рок-Спрингс	Рок Спрингс	us	41.594167,-109.065278	9627518
HON	Гурон	Гурон	us	44.385278,-98.228611	9625176
IDA	Айдахо-Фоллс		us	43.514444,-112.070833	9625190
EAR	Керней	Керней	us	40.733333,-99.016667	9628755
GCC	Кампбелл	Жиллетт	us	44.35,-105.533333	9630927
FMN	Фармингтон	Фармингтон	us	36.75,-108.233333	9630856
ALS	Аламоса	Аламоса	us	37.433333,-105.866667	9628048
CEZ	Кортес	Кортес	us	37.316667,-108.633333	9624428
SHR	Шеридан	Шеридан	us	44.769167,-106.980278	9629274
MRY	Монтерей	Монтерей	us	36.587,-121.842944	9624320
AIA	Альянс	Альянс	us	42.066667,-102.8	9624816
CDR	Чадрон	Чадрон	us	42.833333,-103.083333	9632059
MCK	МакКук	МакКук	us	40.2,-100.583333	9624196
BFL	Мидоус-Филд		us	35.433611,-119.056667	9629672
CPR	Каспер-Натрона Каунти	Каспер	us	42.908056,-106.464444	9628440
ILG	Уилмингтон	Уилмингтон	us	39.6786111111,-75.6066666667	9798329
SGU	Сент-Джордж	Сент-Джордж	us	37.090556,-113.593056	9630351
YLL	Ллойдминстер	Ллойдминстер	ca	53.309167,-110.0725	9625769
HUX	Гуаталко	Гуаталко	mx	15.775278,-96.2625	9625160
YQF	Ред-Дир	Ред Дир	ca	52.182222,-113.894444	9627451
YQL	Летбридж	Летбридж	ca	49.630278,-112.799722	9631573
YXH	Медисин-Хет	Медисин-Хет	ca	50.016667,-110.716667	9629928
COD	Йеллоустон	Коди	us	44.516667,-109.033333	9628561
YOP	Райнбоу-Лэйк	Райнбоу-Лэйк	ca	58.491389,-119.408333	9627421
YBR	Брандон		ca	49.91,-99.951944	9631976
MMH	Маммот-Лейкс	Маммот-Лейкс	us	37.616667,-118.85	9628908
GDT	Остров Гранд Тёрк	Гранд-Турк	tc	21.466667,-71.133333	9624973
CAP	Кеп-Гаитиен	Кап-Хаитиен	ht	19.733056,-72.194722	9628399
IPL	Ельцентро/империал		us	32.834218,-115.578744	9624650
PXO	Порту-Санту	Порто-Санто	pt	33.070833,-16.349722	9627335
SLX	Солт-Кай	Солт-Кай	tc	21.334722,-71.199444	9629235
XSC	Южный Кайкос	Южный Кайкос	tc	21.515833,-71.528611	9627871
CMX	Хутон	Ханкок	us	47.168333,-88.489167	9625044
GHB	Гавернорс-Харбор	Гавернорс-Харбор	bs	25.284722,-76.331111	9630946
SML	Стелла-Мари	Стелла-Мари	bs	23.581389,-75.270556	9630508
IGA	Инагуа	Инагуа	bs	20.975,-73.666944	9628694
OAX	Оахака	Оаксака	mx	17.0,-96.726667	9626996
TBI	Байт	Байт	bs	24.336111,-75.666667	9626152
PPQ	Парапарому	Парапарому	nz	-40.9,174.983333	9632233
NPE	Хокс-Бэй	Напьер-Гастингс	nz	-39.464444,176.867778	9626872
RSD	Рок-Саунд	Рок-Саунд	bs	24.891667,-76.177778	9627517
PMR	Палмерстон-Норт	Палмерстон-Норт	nz	-40.32,175.613611	9629093
ZSA	Сан-Сальвадор	Сан-Сальвадор	bs	24.063333,-74.523889	9635210
ROT	Роторуа	Роторуа	nz	-38.106944,176.316389	9627546
ATC	Артурс-Таун		bs	24.629444,-75.673889	9631762
KKE	Керикери	Керикери	nz	-35.257778,173.911944	9631523
RAR	Раротонга	Раротонга	ck	-21.200833,-159.795	9627440
NSN	Нельсон	Нельсон	nz	-41.296667,173.224167	9630062
HLZ	Гамильтон	Гамильтон	nz	-37.866667,175.331944	9625040
TUO	Таупо	Таупо	nz	-38.740833,176.085	9626101
WRE	Фангареи	Вангареи	nz	-35.768889,174.363889	9631679
TRG	Тауранга	Торанга	nz	-37.673333,176.198611	9626102
WHK	Факатане	Вакатан	nz	-37.922222,176.916389	9629573
WAG	Уонгануи	Вангануи	nz	-39.964167,175.024444	9626437
GIS	Гисборн	Гисборн	nz	-38.663889,177.976944	9630928
BHE	Бленем	Бленем	nz	-41.517778,173.869167	9628221
NPL	Нью-Плимут	Нью-Плимут	nz	-39.008056,174.1775	9630066
DUD	Данидин	Данидин	nz	-45.929167,170.1975	9630792
RCY	Рум-Кай		bs	23.65,-74.85	9632305
CIP	Чипата	Чипата	zm	-13.56,32.5875	9628514
LGI	Дидманс-Кей	Дидманс-Кей	bs	23.178889,-75.093611	9630756
KAT	Каитаиа	Кайтайя	nz	-35.071111,173.286944	9631114
APW	Фалеоло	Апиа	ws	-13.829722,-171.997222	9632491
SLI	Солвези	Солвези	zm	-12.173889,26.366667	9630471
VCA	Кантхо	Кантхо	vn	10.05,105.766667	9632022
CRI	Остров Крукед	Крукед	bs	22.745556,-74.182222	9624457
GKK	Кудду		mv	0.733055555556,73.4341666667	9756053
KDO	Каадеддху	Каадеддху	mv	1.858333,73.519722	9625337
HAQ	Ханимаадху	Ханимандху	mv	6.746389,73.168611	9625045
DRV	Дараванду		mv	7.10611111111,73.1302777778	9756054
LXG	Луанг-Намта	Луанг-Намта	la	20.966667,101.4	9631326
ACA	Альварес	Акапулько	mx	16.756944,-99.753889	9628004
MNS	Манса	Манса	zm	-11.133333,28.866667	9625939
DIN	Дьенбьенфу	Дьен-Бьен-Фу	vn	21.3975,103.007778	9630773
GAN	Ган	Ган	mv	-0.693333,73.155556	9630901
MFU	Мфуве	Мфуве	zm	-13.259722,31.933889	9624246
XKH	Сиангхуанг	Ксиенг-Хуанг	la	19.45,103.158333	9629618
TVC	Черри-Кэпитал (Траверс-Сити)	Траверс-Сити	us	44.741389,-85.582222	9626247
ESC	Дельта	Эсканаба	us	45.716667,-87.083333	9624715
HOE	Хуайсай	Хоуисей	la	20.258056,100.437222	9625145
TKK	Трук	Трук	fm	7.461944,151.843056	9626261
PNI	Понпей	Понпеи	fm	6.985278,158.208889	9627268
KSA	Косра		fm	5.356944,162.958333	9625565
KWA	Кваджалейн		mh	8.72,167.731667	9625618
MAJ	Маджуро	Маджуро	mh	7.064722,171.271944	9625899
FVM	Фувамула		mv	-0.309444444444,73.4327777778	9753605
CIU	Чиппева		us	46.25075,-84.472389	9627717
KDM	Каадедхдху	Каадедхдху	mv	0.488333,72.996111	9631106
MQT	Маркуетт-Савер		us	46.353611,-87.395278	9629898
ODY	Удомксай	Удомксай	la	20.682778,101.993889	9632223
PLN	Округ Эммет	Пеллстон	us	45.570833,-84.796667	9629136
DIG	Дикинг	Чжунсинь	cn	27.791667,99.678056	9624579
ZAT	Чжаотун	Чжаотун	cn	27.325833,103.754722	9626612
BFJ	Ба	Ба	fj	-17.55,177.683333	9632503
ACX	Синъи	Синьи	cn	25.085556,104.959444	9626540
LYB	Малый Кайман	Малый Кайман	ky	19.666667,-80.083333	9631580
CYB	Геррад-Смит	Кайман-Брак	ky	19.686944,-79.882778	9628459
